race_wa,age_1985,gender,free_lunch,class_size,read_score,math_score,list_score,school_id,treatment,test_score,percentile
TRUE,6,FEMALE,FREE LUNCH,24,413,459,520,123056,REGULAR CLASS,1392,0.262438682550806
TRUE,6,MALE,NON-FREE LUNCH,20,453,478,622,189378,REGULAR + AIDE CLASS,1553,0.832165381920112
TRUE,6,FEMALE,FREE LUNCH,22,421,468,549,169231,REGULAR + AIDE CLASS,1438,0.444463910301332
TRUE,6,FEMALE,NON-FREE LUNCH,25,416,478,509,189396,REGULAR + AIDE CLASS,1403,0.300805886475123
TRUE,6,FEMALE,NON-FREE LUNCH,13,408,434,486,189382,SMALL CLASS,1328,0.0774351786965662
TRUE,6,FEMALE,NON-FREE LUNCH,13,478,506,571,191411,SMALL CLASS,1555,0.836194814295725
TRUE,6,MALE,NON-FREE LUNCH,22,424,559,545,170295,REGULAR CLASS,1528,0.775052557813595
FALSE,6,FEMALE,FREE LUNCH,24,416,454,532,215533,REGULAR + AIDE CLASS,1402,0.296426068675543
TRUE,6,MALE,FREE LUNCH,15,403,405,509,170295,SMALL CLASS,1317,0.0600911002102313
TRUE,6,MALE,NON-FREE LUNCH,16,580,626,586,230612,SMALL CLASS,1792,0.997372109320252
TRUE,6,MALE,NON-FREE LUNCH,22,421,494,524,201449,REGULAR + AIDE CLASS,1439,0.449018920812894
TRUE,6,FEMALE,NON-FREE LUNCH,14,492,576,578,201449,SMALL CLASS,1646,0.956201822004205
TRUE,6,FEMALE,FREE LUNCH,22,448,506,554,201449,REGULAR CLASS,1508,0.714260686755431
FALSE,6,FEMALE,NON-FREE LUNCH,22,455,547,494,201449,REGULAR + AIDE CLASS,1496,0.676419060967064
TRUE,6,FEMALE,NON-FREE LUNCH,12,460,513,595,162184,SMALL CLASS,1568,0.862123335669236
TRUE,6,FEMALE,NON-FREE LUNCH,19,425,489,560,203452,REGULAR CLASS,1474,0.59250175192712
TRUE,6,FEMALE,NON-FREE LUNCH,16,500,559,578,203457,REGULAR CLASS,1637,0.950070077084793
TRUE,6,FEMALE,FREE LUNCH,16,445,494,505,203452,SMALL CLASS,1444,0.468465311843027
TRUE,6,MALE,NON-FREE LUNCH,19,419,500,532,203452,REGULAR CLASS,1451,0.495094604064471
TRUE,6,FEMALE,NON-FREE LUNCH,14,492,576,571,161183,SMALL CLASS,1639,0.951471618780659
TRUE,6,FEMALE,NON-FREE LUNCH,23,492,576,571,161183,REGULAR + AIDE CLASS,1639,0.951471618780659
TRUE,6,FEMALE,NON-FREE LUNCH,24,416,412,486,128079,REGULAR CLASS,1314,0.0548353188507358
TRUE,6,FEMALE,NON-FREE LUNCH,23,434,449,532,212522,REGULAR + AIDE CLASS,1415,0.342326559215137
TRUE,6,FEMALE,NON-FREE LUNCH,23,458,489,586,205488,REGULAR + AIDE CLASS,1533,0.788892782060266
FALSE,6,MALE,FREE LUNCH,17,487,520,578,205492,SMALL CLASS,1585,0.891205325858444
TRUE,6,MALE,NON-FREE LUNCH,15,403,463,524,205491,SMALL CLASS,1390,0.254730203223546
TRUE,6,FEMALE,NON-FREE LUNCH,22,425,494,532,212522,REGULAR CLASS,1451,0.495094604064471
TRUE,6,FEMALE,NON-FREE LUNCH,23,433,489,554,212522,REGULAR + AIDE CLASS,1476,0.600735809390329
TRUE,6,MALE,NON-FREE LUNCH,23,436,478,565,205488,REGULAR + AIDE CLASS,1479,0.614576033637001
TRUE,6,FEMALE,FREE LUNCH,21,427,489,560,212522,REGULAR + AIDE CLASS,1476,0.600735809390329
FALSE,6,MALE,FREE LUNCH,24,374,399,532,205490,REGULAR + AIDE CLASS,1305,0.0411702873160477
TRUE,6,FEMALE,FREE LUNCH,23,413,434,512,205492,REGULAR + AIDE CLASS,1359,0.149264190609671
TRUE,6,FEMALE,NON-FREE LUNCH,17,470,506,607,205488,SMALL CLASS,1583,0.887000700770848
TRUE,6,MALE,NON-FREE LUNCH,22,427,484,520,208501,REGULAR CLASS,1431,0.413279607568325
TRUE,6,MALE,NON-FREE LUNCH,21,398,439,479,209510,REGULAR CLASS,1316,0.0574632095304835
TRUE,6,MALE,NON-FREE LUNCH,22,447,500,540,208501,REGULAR CLASS,1487,0.643482831114226
TRUE,6,MALE,FREE LUNCH,22,424,559,524,208501,REGULAR CLASS,1507,0.711107217939734
TRUE,6,FEMALE,NON-FREE LUNCH,24,402,418,490,209510,REGULAR + AIDE CLASS,1310,0.0494043447792572
TRUE,6,FEMALE,FREE LUNCH,22,430,478,512,209510,REGULAR + AIDE CLASS,1420,0.364225648213034
FALSE,5,MALE,FREE LUNCH,21,431,506,549,221571,REGULAR CLASS,1486,0.639103013314646
TRUE,6,MALE,NON-FREE LUNCH,12,427,468,501,212522,SMALL CLASS,1396,0.276629292221444
FALSE,6,FEMALE,FREE LUNCH,22,445,494,560,212522,REGULAR CLASS,1499,0.688507358093903
TRUE,6,MALE,FREE LUNCH,16,461,536,501,193422,SMALL CLASS,1498,0.684302733006307
TRUE,6,FEMALE,NON-FREE LUNCH,23,461,626,648,215533,REGULAR + AIDE CLASS,1735,0.990889978976875
TRUE,6,FEMALE,FREE LUNCH,20,428,468,490,193422,REGULAR + AIDE CLASS,1386,0.240889978976875
TRUE,6,FEMALE,NON-FREE LUNCH,24,453,468,545,215533,REGULAR + AIDE CLASS,1466,0.55781359495445
TRUE,6,MALE,FREE LUNCH,24,427,459,549,193423,REGULAR CLASS,1435,0.43114926419061
TRUE,6,MALE,NON-FREE LUNCH,23,403,434,516,215533,REGULAR CLASS,1353,0.133321653819201
TRUE,6,MALE,FREE LUNCH,24,458,576,578,193423,REGULAR CLASS,1612,0.928170988086896
TRUE,6,FEMALE,NON-FREE LUNCH,23,478,536,520,215533,REGULAR CLASS,1534,0.790995094604065
TRUE,6,MALE,FREE LUNCH,22,424,489,540,230612,REGULAR + AIDE CLASS,1453,0.502102312543798
TRUE,6,FEMALE,NON-FREE LUNCH,22,460,506,565,170295,REGULAR + AIDE CLASS,1531,0.782585844428872
TRUE,6,MALE,NON-FREE LUNCH,22,451,494,565,170295,REGULAR + AIDE CLASS,1510,0.721443587946741
TRUE,6,MALE,FREE LUNCH,24,436,506,578,193423,REGULAR CLASS,1520,0.750350385423966
TRUE,6,FEMALE,NON-FREE LUNCH,22,478,559,549,170295,REGULAR CLASS,1586,0.89208128941836
FALSE,6,FEMALE,NON-FREE LUNCH,27,418,463,536,180344,REGULAR + AIDE CLASS,1417,0.349334267694464
TRUE,6,FEMALE,NON-FREE LUNCH,15,605,528,560,170295,SMALL CLASS,1693,0.979677645409951
TRUE,6,MALE,NON-FREE LUNCH,17,470,547,586,215533,SMALL CLASS,1603,0.916433076384022
TRUE,6,FEMALE,FREE LUNCH,24,419,489,540,159171,REGULAR CLASS,1448,0.483356692361598
TRUE,6,MALE,NON-FREE LUNCH,13,418,449,536,221574,SMALL CLASS,1403,0.300805886475123
TRUE,6,MALE,NON-FREE LUNCH,21,419,484,532,221571,REGULAR CLASS,1435,0.43114926419061
TRUE,6,MALE,FREE LUNCH,16,427,528,565,221571,SMALL CLASS,1520,0.750350385423966
TRUE,6,MALE,FREE LUNCH,15,388,434,554,221571,SMALL CLASS,1376,0.205325858444289
TRUE,6,FEMALE,NON-FREE LUNCH,20,440,520,554,221574,REGULAR + AIDE CLASS,1514,0.731955150665732
TRUE,6,FEMALE,NON-FREE LUNCH,20,545,626,549,221574,REGULAR + AIDE CLASS,1720,0.987210932025228
TRUE,6,MALE,NON-FREE LUNCH,14,425,468,549,209510,SMALL CLASS,1442,0.460056061667835
TRUE,6,MALE,NON-FREE LUNCH,23,418,429,536,221571,REGULAR + AIDE CLASS,1383,0.229677645409951
TRUE,6,FEMALE,NON-FREE LUNCH,23,418,439,571,221571,REGULAR + AIDE CLASS,1428,0.397337070777856
TRUE,6,FEMALE,NON-FREE LUNCH,23,408,468,528,221571,REGULAR CLASS,1404,0.304134548002803
TRUE,6,FEMALE,NON-FREE LUNCH,21,468,484,554,209510,REGULAR CLASS,1506,0.70812894183602
TRUE,6,MALE,NON-FREE LUNCH,14,465,547,540,209510,SMALL CLASS,1552,0.830238262088297
TRUE,6,MALE,NON-FREE LUNCH,24,408,494,540,128076,REGULAR + AIDE CLASS,1442,0.460056061667835
TRUE,6,MALE,NON-FREE LUNCH,23,433,459,528,128068,REGULAR + AIDE CLASS,1420,0.364225648213034
TRUE,6,MALE,NON-FREE LUNCH,18,405,434,516,128068,REGULAR CLASS,1355,0.139628591450596
TRUE,6,FEMALE,FREE LUNCH,23,414,473,540,212522,REGULAR + AIDE CLASS,1427,0.392431674842327
TRUE,6,MALE,NON-FREE LUNCH,23,403,489,536,225585,REGULAR CLASS,1428,0.397337070777856
TRUE,6,FEMALE,NON-FREE LUNCH,22,397,429,498,225585,REGULAR CLASS,1324,0.0693763139453399
TRUE,6,MALE,NON-FREE LUNCH,22,419,500,532,225585,REGULAR CLASS,1451,0.495094604064471
TRUE,6,MALE,NON-FREE LUNCH,16,507,626,622,228606,SMALL CLASS,1755,0.992992291520673
TRUE,6,MALE,NON-FREE LUNCH,24,422,484,586,228606,REGULAR CLASS,1492,0.661177295024527
FALSE,6,FEMALE,FREE LUNCH,22,407,444,470,173312,REGULAR CLASS,1321,0.0653468815697267
TRUE,6,FEMALE,FREE LUNCH,25,418,459,494,228606,REGULAR + AIDE CLASS,1371,0.188156972669937
TRUE,6,FEMALE,NON-FREE LUNCH,12,450,520,586,162184,SMALL CLASS,1556,0.838997897687456
TRUE,6,FEMALE,FREE LUNCH,23,424,459,512,231616,REGULAR + AIDE CLASS,1395,0.27312543798178
TRUE,6,FEMALE,FREE LUNCH,22,490,626,648,230612,REGULAR + AIDE CLASS,1764,0.994569025928521
TRUE,6,MALE,NON-FREE LUNCH,22,397,484,520,230612,REGULAR + AIDE CLASS,1401,0.292747021723896
TRUE,6,MALE,FREE LUNCH,23,458,547,595,231616,REGULAR + AIDE CLASS,1600,0.912929222144359
TRUE,6,MALE,NON-FREE LUNCH,16,455,559,554,261927,SMALL CLASS,1568,0.862123335669236
TRUE,6,FEMALE,NON-FREE LUNCH,22,442,576,560,261927,REGULAR + AIDE CLASS,1578,0.879292221443588
TRUE,6,MALE,NON-FREE LUNCH,12,450,576,578,176329,SMALL CLASS,1604,0.917309039943938
TRUE,6,MALE,NON-FREE LUNCH,24,427,429,516,261927,REGULAR CLASS,1372,0.191135248773651
TRUE,6,FEMALE,FREE LUNCH,20,439,520,565,162184,REGULAR CLASS,1524,0.761737911702873
TRUE,6,FEMALE,NON-FREE LUNCH,23,433,489,607,231616,REGULAR + AIDE CLASS,1529,0.778381219341275
TRUE,6,MALE,NON-FREE LUNCH,22,453,500,560,169280,REGULAR + AIDE CLASS,1513,0.730028030833917
TRUE,6,FEMALE,NON-FREE LUNCH,24,430,520,565,123056,REGULAR CLASS,1515,0.735809390329362
TRUE,6,MALE,NON-FREE LUNCH,23,428,513,536,234628,REGULAR + AIDE CLASS,1477,0.605115627189909
TRUE,6,MALE,NON-FREE LUNCH,15,425,449,501,234628,SMALL CLASS,1375,0.200946040644709
TRUE,6,MALE,FREE LUNCH,23,407,434,501,234628,REGULAR + AIDE CLASS,1342,0.105816398037842
TRUE,6,FEMALE,NON-FREE LUNCH,19,445,484,540,165199,REGULAR CLASS,1469,0.568149964961458
FALSE,6,MALE,FREE LUNCH,19,411,513,490,112038,REGULAR + AIDE CLASS,1414,0.339348283111423
TRUE,6,MALE,FREE LUNCH,24,410,478,545,123056,REGULAR CLASS,1433,0.422389628591451
FALSE,6,FEMALE,NON-FREE LUNCH,15,463,520,540,244776,SMALL CLASS,1523,0.758934828311142
FALSE,6,MALE,FREE LUNCH,13,437,468,565,244764,SMALL CLASS,1470,0.572179397337071
FALSE,6,MALE,FREE LUNCH,16,408,439,505,244818,SMALL CLASS,1352,0.130868955851437
FALSE,6,MALE,FREE LUNCH,23,419,423,490,244776,REGULAR + AIDE CLASS,1332,0.0853188507358094
FALSE,6,FEMALE,FREE LUNCH,23,416,434,505,244776,REGULAR + AIDE CLASS,1355,0.139628591450596
FALSE,6,FEMALE,FREE LUNCH,27,437,506,486,244697,REGULAR + AIDE CLASS,1429,0.402417659425368
FALSE,6,FEMALE,FREE LUNCH,27,447,473,505,244831,REGULAR + AIDE CLASS,1425,0.3843728100911
FALSE,6,MALE,FREE LUNCH,27,413,478,512,244831,REGULAR + AIDE CLASS,1403,0.300805886475123
TRUE,6,FEMALE,NON-FREE LUNCH,23,472,576,571,244745,REGULAR CLASS,1619,0.936229852838122
FALSE,6,FEMALE,NON-FREE LUNCH,21,434,494,516,244839,REGULAR CLASS,1444,0.468465311843027
FALSE,6,FEMALE,FREE LUNCH,21,456,528,545,244736,REGULAR CLASS,1529,0.778381219341275
FALSE,6,FEMALE,FREE LUNCH,16,431,489,520,244774,SMALL CLASS,1440,0.453573931324457
FALSE,6,MALE,FREE LUNCH,27,447,484,520,244697,REGULAR + AIDE CLASS,1451,0.495094604064471
FALSE,6,FEMALE,FREE LUNCH,14,461,559,520,244806,SMALL CLASS,1540,0.805711282410652
FALSE,6,FEMALE,NON-FREE LUNCH,24,407,454,474,244818,REGULAR CLASS,1335,0.0911002102312544
FALSE,6,MALE,NON-FREE LUNCH,15,411,468,516,244839,SMALL CLASS,1395,0.27312543798178
FALSE,6,MALE,FREE LUNCH,17,468,478,524,244727,SMALL CLASS,1470,0.572179397337071
FALSE,6,MALE,FREE LUNCH,24,431,463,520,244776,REGULAR CLASS,1414,0.339348283111423
FALSE,6,FEMALE,FREE LUNCH,21,450,478,524,244764,REGULAR + AIDE CLASS,1452,0.498948843728101
FALSE,6,FEMALE,FREE LUNCH,27,437,459,516,244697,REGULAR + AIDE CLASS,1412,0.331990189208129
FALSE,6,FEMALE,FREE LUNCH,14,408,473,474,244806,SMALL CLASS,1355,0.139628591450596
TRUE,6,MALE,FREE LUNCH,23,430,528,554,244839,REGULAR CLASS,1512,0.72740014015417
FALSE,6,MALE,FREE LUNCH,26,380,399,482,244697,REGULAR CLASS,1261,0.00805886475122635
FALSE,6,MALE,NON-FREE LUNCH,14,430,520,545,244799,SMALL CLASS,1495,0.672214435879467
FALSE,6,MALE,FREE LUNCH,26,419,484,528,244774,REGULAR + AIDE CLASS,1431,0.413279607568325
FALSE,6,FEMALE,FREE LUNCH,15,458,484,536,244697,SMALL CLASS,1478,0.610021023125438
FALSE,6,MALE,FREE LUNCH,17,461,547,532,244780,SMALL CLASS,1540,0.805711282410652
FALSE,6,FEMALE,FREE LUNCH,23,503,576,578,244780,REGULAR + AIDE CLASS,1657,0.963735108619481
FALSE,6,FEMALE,FREE LUNCH,26,380,405,494,244697,REGULAR CLASS,1279,0.0168185003503854
FALSE,6,FEMALE,FREE LUNCH,24,414,444,516,244818,REGULAR CLASS,1374,0.197091800981079
TRUE,6,MALE,NON-FREE LUNCH,24,507,536,578,205489,REGULAR + AIDE CLASS,1621,0.938156972669937
FALSE,6,MALE,NON-FREE LUNCH,16,448,559,560,244839,SMALL CLASS,1567,0.858619481429573
TRUE,6,MALE,FREE LUNCH,22,453,478,505,173312,REGULAR + AIDE CLASS,1436,0.434828311142257
TRUE,6,MALE,FREE LUNCH,22,445,484,549,216536,REGULAR CLASS,1478,0.610021023125438
TRUE,6,MALE,NON-FREE LUNCH,20,455,478,536,252885,REGULAR + AIDE CLASS,1469,0.568149964961458
TRUE,6,MALE,NON-FREE LUNCH,17,425,513,528,216536,SMALL CLASS,1466,0.55781359495445
TRUE,6,FEMALE,NON-FREE LUNCH,23,433,520,540,216536,REGULAR + AIDE CLASS,1493,0.66573230553609
TRUE,6,MALE,NON-FREE LUNCH,20,460,478,536,252885,REGULAR CLASS,1474,0.59250175192712
TRUE,6,MALE,NON-FREE LUNCH,24,474,559,648,216536,REGULAR CLASS,1681,0.975297827610371
TRUE,6,MALE,NON-FREE LUNCH,17,425,489,505,216536,SMALL CLASS,1419,0.358444288717589
TRUE,6,FEMALE,NON-FREE LUNCH,17,467,559,578,216536,SMALL CLASS,1604,0.917309039943938
TRUE,6,FEMALE,FREE LUNCH,17,439,528,595,216536,SMALL CLASS,1562,0.851436580238262
FALSE,6,FEMALE,FREE LUNCH,17,443,463,501,244728,REGULAR CLASS,1407,0.315872459705676
TRUE,6,MALE,NON-FREE LUNCH,17,437,536,622,253888,REGULAR CLASS,1595,0.905045550105116
TRUE,6,MALE,NON-FREE LUNCH,25,439,473,545,169229,REGULAR CLASS,1457,0.517344078486335
TRUE,6,MALE,NON-FREE LUNCH,22,408,463,520,216536,REGULAR CLASS,1391,0.257883672039243
TRUE,6,MALE,FREE LUNCH,21,405,439,498,257905,REGULAR CLASS,1342,0.105816398037842
TRUE,6,MALE,NON-FREE LUNCH,12,627,626,545,257905,SMALL CLASS,1798,0.998598458304135
TRUE,6,MALE,FREE LUNCH,25,431,449,532,257899,REGULAR CLASS,1412,0.331990189208129
TRUE,6,MALE,NON-FREE LUNCH,17,439,484,540,257899,SMALL CLASS,1463,0.544498948843728
TRUE,6,FEMALE,NON-FREE LUNCH,21,474,576,554,257905,REGULAR + AIDE CLASS,1604,0.917309039943938
TRUE,6,FEMALE,NON-FREE LUNCH,12,474,513,540,257905,SMALL CLASS,1527,0.771198318149965
TRUE,6,FEMALE,NON-FREE LUNCH,24,442,536,554,257899,REGULAR CLASS,1532,0.786615276804485
TRUE,6,FEMALE,NON-FREE LUNCH,25,451,520,607,257899,REGULAR CLASS,1578,0.879292221443588
TRUE,6,FEMALE,FREE LUNCH,25,437,478,549,257899,REGULAR CLASS,1464,0.548703573931324
TRUE,6,FEMALE,NON-FREE LUNCH,17,458,559,595,253888,REGULAR CLASS,1612,0.928170988086896
TRUE,6,FEMALE,NON-FREE LUNCH,13,478,489,554,257905,SMALL CLASS,1521,0.75332866152768
TRUE,6,FEMALE,NON-FREE LUNCH,13,419,439,545,253888,SMALL CLASS,1403,0.300805886475123
TRUE,6,FEMALE,NON-FREE LUNCH,12,470,468,536,257905,SMALL CLASS,1474,0.59250175192712
TRUE,6,FEMALE,FREE LUNCH,24,437,559,586,261927,REGULAR CLASS,1582,0.88489838822705
FALSE,6,MALE,NON-FREE LUNCH,22,439,500,560,262937,REGULAR + AIDE CLASS,1499,0.688507358093903
FALSE,6,FEMALE,NON-FREE LUNCH,12,398,423,479,221574,SMALL CLASS,1300,0.0369656622284513
FALSE,6,MALE,FREE LUNCH,20,419,454,540,252885,REGULAR + AIDE CLASS,1413,0.334968465311843
FALSE,6,FEMALE,FREE LUNCH,20,419,444,501,252885,REGULAR + AIDE CLASS,1364,0.165381920112123
TRUE,6,MALE,NON-FREE LUNCH,23,416,506,532,216536,REGULAR + AIDE CLASS,1454,0.506131744919411
TRUE,6,FEMALE,NON-FREE LUNCH,17,393,444,528,216536,SMALL CLASS,1365,0.170112123335669
TRUE,6,FEMALE,NON-FREE LUNCH,20,465,528,565,252885,REGULAR + AIDE CLASS,1558,0.842852137351086
TRUE,6,MALE,NON-FREE LUNCH,22,443,528,571,216536,REGULAR CLASS,1542,0.810791871058164
TRUE,6,MALE,NON-FREE LUNCH,23,434,484,578,123056,REGULAR + AIDE CLASS,1496,0.676419060967064
TRUE,6,FEMALE,FREE LUNCH,24,393,439,532,123056,REGULAR CLASS,1364,0.165381920112123
TRUE,6,MALE,NON-FREE LUNCH,16,532,520,549,128079,SMALL CLASS,1601,0.914155571128241
TRUE,6,MALE,NON-FREE LUNCH,20,431,489,549,130085,REGULAR CLASS,1469,0.568149964961458
TRUE,6,FEMALE,NON-FREE LUNCH,17,545,626,565,253888,REGULAR CLASS,1736,0.991240364400841
TRUE,6,MALE,NON-FREE LUNCH,25,468,528,560,166203,REGULAR CLASS,1556,0.838997897687456
TRUE,6,MALE,NON-FREE LUNCH,19,450,473,536,165199,REGULAR CLASS,1459,0.526804484933427
TRUE,6,FEMALE,NON-FREE LUNCH,21,492,602,607,164198,REGULAR + AIDE CLASS,1701,0.981779957953749
TRUE,6,MALE,FREE LUNCH,21,413,494,540,166203,REGULAR + AIDE CLASS,1447,0.480203223545901
TRUE,6,FEMALE,FREE LUNCH,21,450,468,505,164198,REGULAR CLASS,1423,0.375963559915908
TRUE,6,FEMALE,NON-FREE LUNCH,21,458,513,549,212522,REGULAR + AIDE CLASS,1520,0.750350385423966
TRUE,6,FEMALE,NON-FREE LUNCH,20,554,602,622,169219,REGULAR CLASS,1778,0.996846531184303
TRUE,6,MALE,NON-FREE LUNCH,15,538,500,622,169231,SMALL CLASS,1660,0.964961457603364
TRUE,6,MALE,NON-FREE LUNCH,24,428,506,528,264945,REGULAR + AIDE CLASS,1462,0.538892782060266
TRUE,6,MALE,NON-FREE LUNCH,17,514,547,554,218562,REGULAR CLASS,1615,0.931674842326559
TRUE,6,MALE,NON-FREE LUNCH,14,458,528,532,218562,SMALL CLASS,1518,0.744218640504555
TRUE,6,FEMALE,FREE LUNCH,16,436,500,560,234628,SMALL CLASS,1496,0.676419060967064
TRUE,6,FEMALE,NON-FREE LUNCH,16,461,536,554,234628,SMALL CLASS,1551,0.828661527680449
TRUE,6,MALE,NON-FREE LUNCH,24,428,454,554,189396,REGULAR CLASS,1436,0.434828311142257
FALSE,6,FEMALE,FREE LUNCH,25,393,468,486,189396,REGULAR + AIDE CLASS,1347,0.120182200420463
TRUE,6,MALE,NON-FREE LUNCH,19,605,576,586,203457,REGULAR + AIDE CLASS,1767,0.995094604064471
TRUE,6,MALE,NON-FREE LUNCH,25,436,494,549,189396,REGULAR + AIDE CLASS,1479,0.614576033637001
TRUE,6,MALE,NON-FREE LUNCH,17,470,536,565,189396,SMALL CLASS,1571,0.867379117028732
TRUE,6,MALE,NON-FREE LUNCH,14,421,439,516,189382,SMALL CLASS,1376,0.205325858444289
TRUE,6,FEMALE,NON-FREE LUNCH,14,500,528,549,218562,SMALL CLASS,1577,0.876489138051857
TRUE,6,FEMALE,FREE LUNCH,14,437,463,545,209510,SMALL CLASS,1445,0.472669936930624
TRUE,6,FEMALE,NON-FREE LUNCH,22,456,547,578,170295,REGULAR CLASS,1581,0.884197617379117
FALSE,6,MALE,NON-FREE LUNCH,25,434,434,486,244818,REGULAR CLASS,1354,0.135774351786966
TRUE,6,FEMALE,FREE LUNCH,17,425,528,565,193423,SMALL CLASS,1518,0.744218640504555
TRUE,6,FEMALE,NON-FREE LUNCH,24,522,536,554,180344,REGULAR + AIDE CLASS,1612,0.928170988086896
TRUE,6,FEMALE,FREE LUNCH,22,492,536,565,159171,REGULAR CLASS,1593,0.903293622985284
TRUE,6,MALE,NON-FREE LUNCH,17,413,494,532,193423,SMALL CLASS,1439,0.449018920812894
FALSE,6,FEMALE,NON-FREE LUNCH,15,418,423,540,221571,SMALL CLASS,1381,0.222669936930624
TRUE,6,MALE,FREE LUNCH,13,433,454,532,225585,SMALL CLASS,1419,0.358444288717589
TRUE,6,FEMALE,NON-FREE LUNCH,23,403,478,528,225585,REGULAR CLASS,1409,0.321653819201121
FALSE,6,MALE,FREE LUNCH,13,413,473,524,225585,SMALL CLASS,1410,0.324281709880869
TRUE,6,FEMALE,NON-FREE LUNCH,23,451,520,554,225585,REGULAR CLASS,1525,0.765066573230554
TRUE,6,MALE,NON-FREE LUNCH,24,443,513,554,244801,REGULAR CLASS,1510,0.721443587946741
FALSE,6,MALE,FREE LUNCH,23,514,528,595,244780,REGULAR + AIDE CLASS,1637,0.950070077084793
FALSE,6,FEMALE,NON-FREE LUNCH,17,492,559,571,244727,SMALL CLASS,1622,0.939383321653819
FALSE,6,FEMALE,FREE LUNCH,26,447,489,509,244774,REGULAR CLASS,1445,0.472669936930624
TRUE,6,MALE,FREE LUNCH,19,510,520,607,191411,REGULAR + AIDE CLASS,1637,0.950070077084793
TRUE,6,FEMALE,FREE LUNCH,23,410,439,536,128076,REGULAR CLASS,1385,0.237210932025228
FALSE,6,FEMALE,NON-FREE LUNCH,15,433,478,528,244801,SMALL CLASS,1439,0.449018920812894
TRUE,6,MALE,NON-FREE LUNCH,22,503,576,622,208501,REGULAR CLASS,1701,0.981779957953749
FALSE,6,FEMALE,NON-FREE LUNCH,16,487,506,520,180344,SMALL CLASS,1513,0.730028030833917
TRUE,6,FEMALE,NON-FREE LUNCH,16,445,520,560,234628,SMALL CLASS,1525,0.765066573230554
FALSE,6,MALE,FREE LUNCH,17,490,536,571,244780,SMALL CLASS,1597,0.908724597056762
FALSE,6,MALE,NON-FREE LUNCH,17,425,454,549,244728,SMALL CLASS,1428,0.397337070777856
FALSE,6,FEMALE,FREE LUNCH,25,439,489,578,244806,REGULAR + AIDE CLASS,1506,0.70812894183602
TRUE,6,FEMALE,FREE LUNCH,17,414,489,554,193423,SMALL CLASS,1457,0.517344078486335
FALSE,6,MALE,FREE LUNCH,22,431,468,505,244708,REGULAR CLASS,1404,0.304134548002803
FALSE,6,MALE,FREE LUNCH,17,408,423,505,244728,REGULAR CLASS,1336,0.0932025227750526
FALSE,6,MALE,FREE LUNCH,21,397,423,479,244727,REGULAR CLASS,1299,0.0348633496846531
FALSE,6,FEMALE,FREE LUNCH,20,421,528,549,244755,REGULAR CLASS,1498,0.684302733006307
FALSE,5,MALE,FREE LUNCH,24,430,484,524,205490,REGULAR + AIDE CLASS,1438,0.444463910301332
FALSE,6,FEMALE,FREE LUNCH,22,442,489,532,244708,REGULAR CLASS,1463,0.544498948843728
TRUE,6,MALE,FREE LUNCH,13,472,528,532,218562,SMALL CLASS,1532,0.786615276804485
TRUE,6,MALE,FREE LUNCH,21,430,434,501,166203,REGULAR + AIDE CLASS,1365,0.170112123335669
FALSE,6,FEMALE,FREE LUNCH,25,447,459,512,180344,REGULAR CLASS,1418,0.354765241765943
TRUE,6,MALE,FREE LUNCH,13,436,454,512,253888,SMALL CLASS,1402,0.296426068675543
FALSE,6,MALE,FREE LUNCH,21,431,506,528,244727,REGULAR + AIDE CLASS,1465,0.553258584442887
FALSE,6,MALE,FREE LUNCH,23,443,576,540,205492,REGULAR CLASS,1559,0.844779257182901
TRUE,6,MALE,NON-FREE LUNCH,15,468,602,520,244839,SMALL CLASS,1590,0.897512263489839
TRUE,6,MALE,NON-FREE LUNCH,14,527,602,595,205491,SMALL CLASS,1724,0.988612473721093
TRUE,6,MALE,FREE LUNCH,27,410,484,540,244745,REGULAR + AIDE CLASS,1434,0.426068675543097
TRUE,6,MALE,NON-FREE LUNCH,23,425,468,536,205489,REGULAR CLASS,1429,0.402417659425368
TRUE,6,FEMALE,NON-FREE LUNCH,13,453,500,532,257905,SMALL CLASS,1485,0.634723195515067
TRUE,6,FEMALE,NON-FREE LUNCH,23,580,626,595,215533,REGULAR + AIDE CLASS,1801,0.998773651016118
TRUE,6,MALE,FREE LUNCH,17,467,576,536,191411,REGULAR CLASS,1579,0.880868955851437
FALSE,6,FEMALE,FREE LUNCH,21,422,513,560,244839,REGULAR CLASS,1495,0.672214435879467
FALSE,6,FEMALE,FREE LUNCH,17,443,520,532,244776,SMALL CLASS,1495,0.672214435879467
TRUE,6,FEMALE,NON-FREE LUNCH,17,472,547,595,169229,SMALL CLASS,1614,0.930448493342677
FALSE,6,MALE,FREE LUNCH,22,411,478,524,244708,REGULAR + AIDE CLASS,1413,0.334968465311843
FALSE,6,FEMALE,FREE LUNCH,22,403,392,524,244708,REGULAR + AIDE CLASS,1319,0.0623686054660126
FALSE,6,MALE,FREE LUNCH,22,402,449,516,244708,REGULAR + AIDE CLASS,1367,0.175718290119131
FALSE,6,FEMALE,FREE LUNCH,24,418,449,532,244708,REGULAR + AIDE CLASS,1399,0.286615276804485
FALSE,6,FEMALE,FREE LUNCH,24,416,434,509,244708,REGULAR + AIDE CLASS,1359,0.149264190609671
FALSE,6,FEMALE,FREE LUNCH,22,390,439,482,244708,REGULAR + AIDE CLASS,1311,0.0506306937631395
